Module,Pattern,Role,Signal
cva6_rvfi_probes,Leak,payload,rvfi_probes_csr_t
cva6_rvfi_probes,Leak,payload,wdata_i
cva6_rvfi_probes,Privilege,trigger,csr_i
cva6_rvfi_probes,Privilege,trigger,debug_mode_i
cva6_rvfi_probes,Privilege,trigger,rvfi_probes_csr_t
cva6_rvfi_probes,Privilege,payload,debug_mode_i
cva6_rvfi_probes,Privilege,payload,priv_lvl_i
cva6_rvfi_probes,Privilege,payload,riscv::priv_lvl_t
cvxif_compressed_if_driver,Availability,trigger,compressed_req_o
cvxif_compressed_if_driver,Availability,trigger,compressed_valid_o
cvxif_compressed_if_driver,Availability,trigger,x_compressed_req_t
cvxif_compressed_if_driver,Availability,payload,compressed_ready_i
cvxif_compressed_if_driver,Availability,payload,compressed_valid_o
cvxif_compressed_if_driver,Availability,payload,stall_i
cvxif_compressed_if_driver,Availability,payload,stall_o
cvxif_compressed_if_driver,Covert,payload,compressed_ready_i
cvxif_compressed_if_driver,Covert,payload,compressed_valid_o
cvxif_compressed_if_driver,DoS,trigger,compressed_ready_i
cvxif_compressed_if_driver,DoS,trigger,compressed_req_o
cvxif_compressed_if_driver,DoS,trigger,compressed_valid_o
cvxif_compressed_if_driver,DoS,trigger,x_compressed_req_t
cvxif_compressed_if_driver,DoS,payload,compressed_ready_i
cvxif_compressed_if_driver,DoS,payload,compressed_req_o
cvxif_compressed_if_driver,DoS,payload,compressed_valid_o
cvxif_compressed_if_driver,DoS,payload,x_compressed_req_t
cvxif_example_coprocessor,Availability,trigger,cvxif_req_i
cvxif_example_coprocessor,Availability,trigger,cvxif_req_t
cvxif_example_coprocessor,DoS,trigger,cvxif_req_i
cvxif_example_coprocessor,DoS,trigger,cvxif_req_t
cvxif_example_coprocessor,DoS,payload,cvxif_req_i
cvxif_example_coprocessor,DoS,payload,cvxif_req_t
cvxif_fu,Availability,trigger,result_valid_i
cvxif_fu,Availability,trigger,x_valid_i
cvxif_fu,Availability,trigger,x_valid_o
cvxif_fu,Availability,payload,result_ready_o
cvxif_fu,Availability,payload,result_valid_i
cvxif_fu,Availability,payload,x_ready_o
cvxif_fu,Availability,payload,x_valid_i
cvxif_fu,Availability,payload,x_valid_o
cvxif_fu,Covert,payload,result_i
cvxif_fu,Covert,payload,result_ready_o
cvxif_fu,Covert,payload,result_valid_i
cvxif_fu,Covert,payload,x_ready_o
cvxif_fu,Covert,payload,x_result_o
cvxif_fu,Covert,payload,x_result_t
cvxif_fu,Covert,payload,x_valid_i
cvxif_fu,Covert,payload,x_valid_o
cvxif_fu,DoS,trigger,result_ready_o
cvxif_fu,DoS,trigger,result_valid_i
cvxif_fu,DoS,trigger,x_ready_o
cvxif_fu,DoS,trigger,x_valid_i
cvxif_fu,DoS,trigger,x_valid_o
cvxif_fu,DoS,trigger,x_we_o
cvxif_fu,DoS,payload,result_ready_o
cvxif_fu,DoS,payload,result_valid_i
cvxif_fu,DoS,payload,x_ready_o
cvxif_fu,DoS,payload,x_valid_i
cvxif_fu,DoS,payload,x_valid_o
cvxif_fu,DoS,payload,x_we_o
cvxif_fu,Integrity,payload,result_i
cvxif_fu,Integrity,payload,result_ready_o
cvxif_fu,Integrity,payload,result_valid_i
cvxif_fu,Integrity,payload,x_result_o
cvxif_fu,Integrity,payload,x_result_t
cvxif_fu,Leak,trigger,x_we_o
cvxif_fu,Leak,payload,result_i
cvxif_fu,Leak,payload,result_ready_o
cvxif_fu,Leak,payload,result_valid_i
cvxif_fu,Leak,payload,x_result_o
cvxif_fu,Leak,payload,x_result_t
cvxif_fu,Privilege,trigger,x_we_o
cvxif_issue_register_commit_if_driver,Availability,trigger,commit_valid_o
cvxif_issue_register_commit_if_driver,Availability,trigger,issue_req_o
cvxif_issue_register_commit_if_driver,Availability,trigger,issue_valid_o
cvxif_issue_register_commit_if_driver,Availability,trigger,rs_valid_i
cvxif_issue_register_commit_if_driver,Availability,trigger,valid_i
cvxif_issue_register_commit_if_driver,Availability,trigger,x_issue_req_t
cvxif_issue_register_commit_if_driver,Availability,payload,commit_valid_o
cvxif_issue_register_commit_if_driver,Availability,payload,issue_ready_i
cvxif_issue_register_commit_if_driver,Availability,payload,issue_valid_o
cvxif_issue_register_commit_if_driver,Availability,payload,rs_valid_i
cvxif_issue_register_commit_if_driver,Availability,payload,valid_i
cvxif_issue_register_commit_if_driver,Covert,payload,commit_valid_o
cvxif_issue_register_commit_if_driver,Covert,payload,issue_ready_i
cvxif_issue_register_commit_if_driver,Covert,payload,issue_valid_o
cvxif_issue_register_commit_if_driver,Covert,payload,rs_valid_i
cvxif_issue_register_commit_if_driver,Covert,payload,valid_i
cvxif_issue_register_commit_if_driver,DoS,trigger,commit_valid_o
cvxif_issue_register_commit_if_driver,DoS,trigger,issue_ready_i
cvxif_issue_register_commit_if_driver,DoS,trigger,issue_req_o
cvxif_issue_register_commit_if_driver,DoS,trigger,issue_valid_o
cvxif_issue_register_commit_if_driver,DoS,trigger,rs_valid_i
cvxif_issue_register_commit_if_driver,DoS,trigger,valid_i
cvxif_issue_register_commit_if_driver,DoS,trigger,x_issue_req_t
cvxif_issue_register_commit_if_driver,DoS,payload,commit_valid_o
cvxif_issue_register_commit_if_driver,DoS,payload,issue_ready_i
cvxif_issue_register_commit_if_driver,DoS,payload,issue_req_o
cvxif_issue_register_commit_if_driver,DoS,payload,issue_valid_o
cvxif_issue_register_commit_if_driver,DoS,payload,rs_valid_i
cvxif_issue_register_commit_if_driver,DoS,payload,valid_i
cvxif_issue_register_commit_if_driver,DoS,payload,x_issue_req_t
decoder,Availability,trigger,debug_from_trigger_i
decoder,Availability,trigger,debug_req_i
decoder,DoS,trigger,debug_from_trigger_i
decoder,DoS,trigger,debug_req_i
decoder,DoS,payload,debug_req_i
decoder,Integrity,trigger,jump_address_i
decoder,Leak,trigger,debug_from_trigger_i
decoder,Leak,trigger,debug_mode_i
decoder,Leak,trigger,debug_req_i
decoder,Leak,payload,jump_address_i
decoder,Privilege,trigger,debug_mode_i
decoder,Privilege,trigger,jump_address_i
decoder,Privilege,payload,debug_mode_i
decoder,Privilege,payload,priv_lvl_i
decoder,Privilege,payload,riscv::priv_lvl_t
ex_stage,Availability,trigger,acc_mmu_req_i
ex_stage,Availability,trigger,acc_mmu_req_t
ex_stage,Availability,trigger,acc_valid_i
ex_stage,Availability,trigger,aes_valid_i
ex_stage,Availability,trigger,alu2_valid_i
ex_stage,Availability,trigger,alu_valid_i
ex_stage,Availability,trigger,amo_req_o
ex_stage,Availability,trigger,amo_req_t
ex_stage,Availability,trigger,amo_valid_commit_i
ex_stage,Availability,trigger,branch_valid_i
ex_stage,Availability,trigger,csr_valid_i
ex_stage,Availability,trigger,dcache_req_i_t
ex_stage,Availability,trigger,dcache_req_o_t
ex_stage,Availability,trigger,dcache_req_ports_i
ex_stage,Availability,trigger,dcache_req_ports_o
ex_stage,Availability,trigger,flu_valid_o
ex_stage,Availability,trigger,fpu_early_valid_o
ex_stage,Availability,trigger,fpu_valid_i
ex_stage,Availability,trigger,fpu_valid_o
ex_stage,Availability,trigger,load_exception_o
ex_stage,Availability,trigger,load_result_o
ex_stage,Availability,trigger,load_trans_id_o
ex_stage,Availability,trigger,load_valid_o
ex_stage,Availability,trigger,lsu_commit_i
ex_stage,Availability,trigger,lsu_commit_ready_o
ex_stage,Availability,trigger,lsu_ctrl_t
ex_stage,Availability,trigger,lsu_ready_o
ex_stage,Availability,trigger,lsu_valid_i
ex_stage,Availability,trigger,mult_valid_i
ex_stage,Availability,trigger,rvfi_lsu_ctrl_o
ex_stage,Availability,trigger,store_exception_o
ex_stage,Availability,trigger,store_result_o
ex_stage,Availability,trigger,store_trans_id_o
ex_stage,Availability,trigger,store_valid_o
ex_stage,Availability,trigger,x_result_valid_i
ex_stage,Availability,trigger,x_valid_i
ex_stage,Availability,trigger,x_valid_o
ex_stage,Availability,payload,acc_valid_i
ex_stage,Availability,payload,aes_valid_i
ex_stage,Availability,payload,alu2_valid_i
ex_stage,Availability,payload,alu_valid_i
ex_stage,Availability,payload,amo_valid_commit_i
ex_stage,Availability,payload,branch_valid_i
ex_stage,Availability,payload,csr_valid_i
ex_stage,Availability,payload,flu_ready_o
ex_stage,Availability,payload,flu_valid_o
ex_stage,Availability,payload,fpu_early_valid_o
ex_stage,Availability,payload,fpu_ready_o
ex_stage,Availability,payload,fpu_valid_i
ex_stage,Availability,payload,fpu_valid_o
ex_stage,Availability,payload,load_valid_o
ex_stage,Availability,payload,lsu_commit_ready_o
ex_stage,Availability,payload,lsu_ready_o
ex_stage,Availability,payload,lsu_valid_i
ex_stage,Availability,payload,mult_valid_i
ex_stage,Availability,payload,stall_st_pending_i
ex_stage,Availability,payload,store_valid_o
ex_stage,Availability,payload,x_ready_o
ex_stage,Availability,payload,x_result_ready_o
ex_stage,Availability,payload,x_result_valid_i
ex_stage,Availability,payload,x_valid_i
ex_stage,Availability,payload,x_valid_o
ex_stage,Covert,trigger,fu_data_i
ex_stage,Covert,trigger,fu_data_t
ex_stage,Covert,trigger,load_exception_o
ex_stage,Covert,trigger,load_result_o
ex_stage,Covert,trigger,load_trans_id_o
ex_stage,Covert,trigger,load_valid_o
ex_stage,Covert,payload,acc_valid_i
ex_stage,Covert,payload,aes_valid_i
ex_stage,Covert,payload,alu2_valid_i
ex_stage,Covert,payload,alu_valid_i
ex_stage,Covert,payload,amo_valid_commit_i
ex_stage,Covert,payload,branch_valid_i
ex_stage,Covert,payload,csr_valid_i
ex_stage,Covert,payload,flu_ready_o
ex_stage,Covert,payload,flu_result_o
ex_stage,Covert,payload,flu_valid_o
ex_stage,Covert,payload,fpu_early_valid_o
ex_stage,Covert,payload,fpu_ready_o
ex_stage,Covert,payload,fpu_result_o
ex_stage,Covert,payload,fpu_valid_i
ex_stage,Covert,payload,fpu_valid_o
ex_stage,Covert,payload,fu_data_i
ex_stage,Covert,payload,fu_data_t
ex_stage,Covert,payload,load_result_o
ex_stage,Covert,payload,load_valid_o
ex_stage,Covert,payload,lsu_commit_ready_o
ex_stage,Covert,payload,lsu_ready_o
ex_stage,Covert,payload,lsu_valid_i
ex_stage,Covert,payload,mult_valid_i
ex_stage,Covert,payload,store_result_o
ex_stage,Covert,payload,store_valid_o
ex_stage,Covert,payload,x_ready_o
ex_stage,Covert,payload,x_result_i
ex_stage,Covert,payload,x_result_o
ex_stage,Covert,payload,x_result_ready_o
ex_stage,Covert,payload,x_result_t
ex_stage,Covert,payload,x_result_valid_i
ex_stage,Covert,payload,x_valid_i
ex_stage,Covert,payload,x_valid_o
ex_stage,DoS,trigger,acc_mmu_req_i
ex_stage,DoS,trigger,acc_mmu_req_t
ex_stage,DoS,trigger,acc_valid_i
ex_stage,DoS,trigger,aes_valid_i
ex_stage,DoS,trigger,alu2_valid_i
ex_stage,DoS,trigger,alu_valid_i
ex_stage,DoS,trigger,amo_req_o
ex_stage,DoS,trigger,amo_req_t
ex_stage,DoS,trigger,amo_valid_commit_i
ex_stage,DoS,trigger,branch_valid_i
ex_stage,DoS,trigger,csr_valid_i
ex_stage,DoS,trigger,dcache_req_i_t
ex_stage,DoS,trigger,dcache_req_o_t
ex_stage,DoS,trigger,dcache_req_ports_i
ex_stage,DoS,trigger,dcache_req_ports_o
ex_stage,DoS,trigger,en_ld_st_g_translation_i
ex_stage,DoS,trigger,en_ld_st_translation_i
ex_stage,DoS,trigger,enable_g_translation_i
ex_stage,DoS,trigger,enable_translation_i
ex_stage,DoS,trigger,flu_ready_o
ex_stage,DoS,trigger,flu_valid_o
ex_stage,DoS,trigger,fpu_early_valid_o
ex_stage,DoS,trigger,fpu_ready_o
ex_stage,DoS,trigger,fpu_valid_i
ex_stage,DoS,trigger,fpu_valid_o
ex_stage,DoS,trigger,load_valid_o
ex_stage,DoS,trigger,lsu_commit_ready_o
ex_stage,DoS,trigger,lsu_ready_o
ex_stage,DoS,trigger,lsu_valid_i
ex_stage,DoS,trigger,mult_valid_i
ex_stage,DoS,trigger,store_valid_o
ex_stage,DoS,trigger,x_ready_o
ex_stage,DoS,trigger,x_result_ready_o
ex_stage,DoS,trigger,x_result_valid_i
ex_stage,DoS,trigger,x_valid_i
ex_stage,DoS,trigger,x_valid_o
ex_stage,DoS,trigger,x_we_o
ex_stage,DoS,payload,acc_mmu_req_i
ex_stage,DoS,payload,acc_mmu_req_t
ex_stage,DoS,payload,acc_valid_i
ex_stage,DoS,payload,aes_valid_i
ex_stage,DoS,payload,alu2_valid_i
ex_stage,DoS,payload,alu_valid_i
ex_stage,DoS,payload,amo_req_o
ex_stage,DoS,payload,amo_req_t
ex_stage,DoS,payload,amo_valid_commit_i
ex_stage,DoS,payload,branch_valid_i
ex_stage,DoS,payload,csr_valid_i
ex_stage,DoS,payload,dcache_req_i_t
ex_stage,DoS,payload,dcache_req_o_t
ex_stage,DoS,payload,dcache_req_ports_i
ex_stage,DoS,payload,dcache_req_ports_o
ex_stage,DoS,payload,en_ld_st_g_translation_i
ex_stage,DoS,payload,en_ld_st_translation_i
ex_stage,DoS,payload,enable_g_translation_i
ex_stage,DoS,payload,enable_translation_i
ex_stage,DoS,payload,flu_ready_o
ex_stage,DoS,payload,flu_valid_o
ex_stage,DoS,payload,fpu_early_valid_o
ex_stage,DoS,payload,fpu_ready_o
ex_stage,DoS,payload,fpu_valid_i
ex_stage,DoS,payload,fpu_valid_o
ex_stage,DoS,payload,load_valid_o
ex_stage,DoS,payload,lsu_commit_ready_o
ex_stage,DoS,payload,lsu_ready_o
ex_stage,DoS,payload,lsu_valid_i
ex_stage,DoS,payload,mult_valid_i
ex_stage,DoS,payload,store_valid_o
ex_stage,DoS,payload,x_ready_o
ex_stage,DoS,payload,x_result_ready_o
ex_stage,DoS,payload,x_result_valid_i
ex_stage,DoS,payload,x_valid_i
ex_stage,DoS,payload,x_valid_o
ex_stage,DoS,payload,x_we_o
ex_stage,Integrity,trigger,csr_addr_o
ex_stage,Integrity,trigger,fu_data_i
ex_stage,Integrity,trigger,fu_data_t
ex_stage,Integrity,payload,flu_result_o
ex_stage,Integrity,payload,fpu_result_o
ex_stage,Integrity,payload,fu_data_i
ex_stage,Integrity,payload,fu_data_t
ex_stage,Integrity,payload,load_result_o
ex_stage,Integrity,payload,store_exception_o
ex_stage,Integrity,payload,store_result_o
ex_stage,Integrity,payload,store_trans_id_o
ex_stage,Integrity,payload,store_valid_o
ex_stage,Integrity,payload,x_result_i
ex_stage,Integrity,payload,x_result_o
ex_stage,Integrity,payload,x_result_ready_o
ex_stage,Integrity,payload,x_result_t
ex_stage,Integrity,payload,x_result_valid_i
ex_stage,Leak,trigger,csr_addr_o
ex_stage,Leak,trigger,csr_commit_i
ex_stage,Leak,trigger,csr_hs_ld_st_inst_o
ex_stage,Leak,trigger,csr_valid_i
ex_stage,Leak,trigger,debug_mode_i
ex_stage,Leak,trigger,x_we_o
ex_stage,Leak,payload,csr_addr_o
ex_stage,Leak,payload,csr_commit_i
ex_stage,Leak,payload,csr_hs_ld_st_inst_o
ex_stage,Leak,payload,csr_valid_i
ex_stage,Leak,payload,flu_result_o
ex_stage,Leak,payload,fpu_result_o
ex_stage,Leak,payload,fu_data_i
ex_stage,Leak,payload,fu_data_t
ex_stage,Leak,payload,load_result_o
ex_stage,Leak,payload,store_result_o
ex_stage,Leak,payload,x_result_i
ex_stage,Leak,payload,x_result_o
ex_stage,Leak,payload,x_result_ready_o
ex_stage,Leak,payload,x_result_t
ex_stage,Leak,payload,x_result_valid_i
ex_stage,Privilege,trigger,csr_addr_o
ex_stage,Privilege,trigger,csr_commit_i
ex_stage,Privilege,trigger,csr_hs_ld_st_inst_o
ex_stage,Privilege,trigger,csr_valid_i
ex_stage,Privilege,trigger,debug_mode_i
ex_stage,Privilege,trigger,x_we_o
ex_stage,Privilege,payload,debug_mode_i
ex_stage,Privilege,payload,ld_st_priv_lvl_i
ex_stage,Privilege,payload,priv_lvl_i
ex_stage,Privilege,payload,riscv::priv_lvl_t
fpu_wrap,Availability,trigger,fpu_early_valid_o
fpu_wrap,Availability,trigger,fpu_valid_i
fpu_wrap,Availability,trigger,fpu_valid_o
fpu_wrap,Availability,payload,fpu_early_valid_o
fpu_wrap,Availability,payload,fpu_ready_o
fpu_wrap,Availability,payload,fpu_valid_i
fpu_wrap,Availability,payload,fpu_valid_o
fpu_wrap,Covert,trigger,fu_data_i
fpu_wrap,Covert,trigger,fu_data_t
fpu_wrap,Covert,payload,fpu_early_valid_o
fpu_wrap,Covert,payload,fpu_ready_o
fpu_wrap,Covert,payload,fpu_valid_i
fpu_wrap,Covert,payload,fpu_valid_o
fpu_wrap,Covert,payload,fu_data_i
fpu_wrap,Covert,payload,fu_data_t
fpu_wrap,Covert,payload,result_o
fpu_wrap,DoS,trigger,fpu_early_valid_o
fpu_wrap,DoS,trigger,fpu_ready_o
fpu_wrap,DoS,trigger,fpu_valid_i
fpu_wrap,DoS,trigger,fpu_valid_o
fpu_wrap,DoS,payload,fpu_early_valid_o
fpu_wrap,DoS,payload,fpu_ready_o
fpu_wrap,DoS,payload,fpu_valid_i
fpu_wrap,DoS,payload,fpu_valid_o
fpu_wrap,Integrity,trigger,fu_data_i
fpu_wrap,Integrity,trigger,fu_data_t
fpu_wrap,Integrity,payload,fu_data_i
fpu_wrap,Integrity,payload,fu_data_t
fpu_wrap,Integrity,payload,result_o
fpu_wrap,Leak,payload,fu_data_i
fpu_wrap,Leak,payload,fu_data_t
fpu_wrap,Leak,payload,result_o
id_stage,Availability,trigger,compressed_req_o
id_stage,Availability,trigger,compressed_valid_o
id_stage,Availability,trigger,dcache_req_i_t
id_stage,Availability,trigger,dcache_req_o_t
id_stage,Availability,trigger,dcache_req_ports_i
id_stage,Availability,trigger,dcache_req_ports_o
id_stage,Availability,trigger,debug_from_trigger_i
id_stage,Availability,trigger,debug_req_i
id_stage,Availability,trigger,fetch_entry_valid_i
id_stage,Availability,trigger,issue_entry_valid_o
id_stage,Availability,trigger,x_compressed_req_t
id_stage,Availability,payload,compressed_ready_i
id_stage,Availability,payload,compressed_valid_o
id_stage,Availability,payload,fetch_entry_ready_o
id_stage,Availability,payload,fetch_entry_valid_i
id_stage,Availability,payload,issue_entry_valid_o
id_stage,Availability,payload,issue_instr_ack_i
id_stage,Covert,trigger,fetch_entry_i
id_stage,Covert,trigger,fetch_entry_ready_o
id_stage,Covert,trigger,fetch_entry_t
id_stage,Covert,trigger,fetch_entry_valid_i
id_stage,Covert,payload,compressed_ready_i
id_stage,Covert,payload,compressed_valid_o
id_stage,Covert,payload,fetch_entry_ready_o
id_stage,Covert,payload,fetch_entry_valid_i
id_stage,Covert,payload,issue_entry_valid_o
id_stage,DoS,trigger,compressed_ready_i
id_stage,DoS,trigger,compressed_req_o
id_stage,DoS,trigger,compressed_valid_o
id_stage,DoS,trigger,dcache_req_i_t
id_stage,DoS,trigger,dcache_req_o_t
id_stage,DoS,trigger,dcache_req_ports_i
id_stage,DoS,trigger,dcache_req_ports_o
id_stage,DoS,trigger,debug_from_trigger_i
id_stage,DoS,trigger,debug_req_i
id_stage,DoS,trigger,fetch_entry_ready_o
id_stage,DoS,trigger,fetch_entry_valid_i
id_stage,DoS,trigger,issue_entry_valid_o
id_stage,DoS,trigger,x_compressed_req_t
id_stage,DoS,payload,compressed_ready_i
id_stage,DoS,payload,compressed_req_o
id_stage,DoS,payload,compressed_valid_o
id_stage,DoS,payload,dcache_req_i_t
id_stage,DoS,payload,dcache_req_o_t
id_stage,DoS,payload,dcache_req_ports_i
id_stage,DoS,payload,dcache_req_ports_o
id_stage,DoS,payload,debug_req_i
id_stage,DoS,payload,fetch_entry_ready_o
id_stage,DoS,payload,fetch_entry_valid_i
id_stage,DoS,payload,issue_entry_valid_o
id_stage,DoS,payload,x_compressed_req_t
id_stage,Leak,trigger,debug_from_trigger_i
id_stage,Leak,trigger,debug_mode_i
id_stage,Leak,trigger,debug_req_i
id_stage,Privilege,trigger,debug_mode_i
id_stage,Privilege,payload,debug_mode_i
id_stage,Privilege,payload,priv_lvl_i
id_stage,Privilege,payload,riscv::priv_lvl_t
instr_decoder,Availability,trigger,issue_req_i
instr_decoder,Availability,trigger,issue_valid_i
instr_decoder,Availability,trigger,x_issue_req_t
instr_decoder,Availability,payload,issue_ready_o
instr_decoder,Availability,payload,issue_valid_i
instr_decoder,Covert,payload,issue_ready_o
instr_decoder,Covert,payload,issue_valid_i
instr_decoder,DoS,trigger,issue_ready_o
instr_decoder,DoS,trigger,issue_req_i
instr_decoder,DoS,trigger,issue_valid_i
instr_decoder,DoS,trigger,x_issue_req_t
instr_decoder,DoS,payload,issue_ready_o
instr_decoder,DoS,payload,issue_req_i
instr_decoder,DoS,payload,issue_valid_i
instr_decoder,DoS,payload,x_issue_req_t
instr_queue,Availability,trigger,fetch_entry_valid_o
instr_queue,Availability,trigger,valid_i
instr_queue,Availability,payload,fetch_entry_ready_i
instr_queue,Availability,payload,fetch_entry_valid_o
instr_queue,Availability,payload,ready_o
instr_queue,Availability,payload,valid_i
instr_queue,Covert,trigger,fetch_entry_o
instr_queue,Covert,trigger,fetch_entry_ready_i
instr_queue,Covert,trigger,fetch_entry_t
instr_queue,Covert,trigger,fetch_entry_valid_o
instr_queue,Covert,payload,fetch_entry_ready_i
instr_queue,Covert,payload,fetch_entry_valid_o
instr_queue,Covert,payload,ready_o
instr_queue,Covert,payload,valid_i
instr_queue,DoS,trigger,fetch_entry_ready_i
instr_queue,DoS,trigger,fetch_entry_valid_o
instr_queue,DoS,trigger,ready_o
instr_queue,DoS,trigger,valid_i
instr_queue,DoS,payload,fetch_entry_ready_i
instr_queue,DoS,payload,fetch_entry_valid_o
instr_queue,DoS,payload,ready_o
instr_queue,DoS,payload,valid_i
instr_queue,Integrity,trigger,addr_i
instr_queue,Integrity,trigger,exception_addr_i
instr_queue,Integrity,trigger,predict_address_i
instr_queue,Integrity,trigger,replay_addr_o
instr_queue,Leak,payload,addr_i
instr_queue,Leak,payload,exception_addr_i
instr_queue,Leak,payload,predict_address_i
instr_queue,Leak,payload,replay_addr_o
instr_queue,Privilege,trigger,addr_i
instr_queue,Privilege,trigger,exception_addr_i
instr_queue,Privilege,trigger,predict_address_i
instr_queue,Privilege,trigger,replay_addr_o
interfaces,Availability,trigger,ex_valid_i
interfaces,Availability,trigger,fetch_entry_valid_o
interfaces,Availability,payload,ex_valid_i
interfaces,Availability,payload,fetch_entry_ready_i
interfaces,Availability,payload,fetch_entry_valid_o
interfaces,Covert,trigger,fetch_entry_o
interfaces,Covert,trigger,fetch_entry_ready_i
interfaces,Covert,trigger,fetch_entry_t
interfaces,Covert,trigger,fetch_entry_valid_o
interfaces,Covert,payload,ex_valid_i
interfaces,Covert,payload,fetch_entry_ready_i
interfaces,Covert,payload,fetch_entry_valid_o
interfaces,DoS,trigger,ex_valid_i
interfaces,DoS,trigger,fetch_entry_ready_i
interfaces,DoS,trigger,fetch_entry_valid_o
interfaces,DoS,payload,ex_valid_i
interfaces,DoS,payload,fetch_entry_ready_i
interfaces,DoS,payload,fetch_entry_valid_o
interfaces,Integrity,trigger,boot_addr_i
interfaces,Leak,trigger,debug_mode_i
interfaces,Leak,trigger,set_debug_pc_i
interfaces,Leak,payload,boot_addr_i
interfaces,Privilege,trigger,boot_addr_i
interfaces,Privilege,trigger,debug_mode_i
interfaces,Privilege,payload,debug_mode_i
is,Covert,trigger,lu_access_i
issue_read_operands,Availability,trigger,aes_valid_o
issue_read_operands,Availability,trigger,alu2_valid_o
issue_read_operands,Availability,trigger,alu_valid_o
issue_read_operands,Availability,trigger,branch_valid_o
issue_read_operands,Availability,trigger,csr_valid_o
issue_read_operands,Availability,trigger,cvxif_valid_o
issue_read_operands,Availability,trigger,fpu_early_valid_i
issue_read_operands,Availability,trigger,fpu_valid_o
issue_read_operands,Availability,trigger,issue_instr_valid_i
issue_read_operands,Availability,trigger,lsu_ready_i
issue_read_operands,Availability,trigger,lsu_valid_o
issue_read_operands,Availability,trigger,mult_valid_o
issue_read_operands,Availability,trigger,x_commit_valid_o
issue_read_operands,Availability,trigger,x_issue_req_o
issue_read_operands,Availability,trigger,x_issue_req_t
issue_read_operands,Availability,trigger,x_issue_valid_o
issue_read_operands,Availability,payload,aes_valid_o
issue_read_operands,Availability,payload,alu2_valid_o
issue_read_operands,Availability,payload,alu_valid_o
issue_read_operands,Availability,payload,branch_valid_o
issue_read_operands,Availability,payload,csr_valid_o
issue_read_operands,Availability,payload,cvxif_ready_i
issue_read_operands,Availability,payload,cvxif_valid_o
issue_read_operands,Availability,payload,flu_ready_i
issue_read_operands,Availability,payload,fpu_early_valid_i
issue_read_operands,Availability,payload,fpu_ready_i
issue_read_operands,Availability,payload,fpu_valid_o
issue_read_operands,Availability,payload,issue_ack_o
issue_read_operands,Availability,payload,issue_instr_valid_i
issue_read_operands,Availability,payload,lsu_ready_i
issue_read_operands,Availability,payload,lsu_valid_o
issue_read_operands,Availability,payload,mult_valid_o
issue_read_operands,Availability,payload,stall_i
issue_read_operands,Availability,payload,stall_issue_o
issue_read_operands,Availability,payload,x_commit_valid_o
issue_read_operands,Availability,payload,x_issue_ready_i
issue_read_operands,Availability,payload,x_issue_valid_o
issue_read_operands,Covert,trigger,fu_data_o
issue_read_operands,Covert,trigger,fu_data_t
issue_read_operands,Covert,payload,aes_valid_o
issue_read_operands,Covert,payload,alu2_valid_o
issue_read_operands,Covert,payload,alu_valid_o
issue_read_operands,Covert,payload,branch_valid_o
issue_read_operands,Covert,payload,csr_valid_o
issue_read_operands,Covert,payload,cvxif_ready_i
issue_read_operands,Covert,payload,cvxif_valid_o
issue_read_operands,Covert,payload,flu_ready_i
issue_read_operands,Covert,payload,fpu_early_valid_i
issue_read_operands,Covert,payload,fpu_ready_i
issue_read_operands,Covert,payload,fpu_valid_o
issue_read_operands,Covert,payload,fu_data_o
issue_read_operands,Covert,payload,fu_data_t
issue_read_operands,Covert,payload,issue_instr_valid_i
issue_read_operands,Covert,payload,lsu_ready_i
issue_read_operands,Covert,payload,lsu_valid_o
issue_read_operands,Covert,payload,mult_valid_o
issue_read_operands,Covert,payload,x_commit_valid_o
issue_read_operands,Covert,payload,x_issue_ready_i
issue_read_operands,Covert,payload,x_issue_valid_o
issue_read_operands,DoS,trigger,aes_valid_o
issue_read_operands,DoS,trigger,alu2_valid_o
issue_read_operands,DoS,trigger,alu_valid_o
issue_read_operands,DoS,trigger,branch_valid_o
issue_read_operands,DoS,trigger,csr_valid_o
issue_read_operands,DoS,trigger,cvxif_ready_i
issue_read_operands,DoS,trigger,cvxif_valid_o
issue_read_operands,DoS,trigger,flu_ready_i
issue_read_operands,DoS,trigger,fpu_early_valid_i
issue_read_operands,DoS,trigger,fpu_ready_i
issue_read_operands,DoS,trigger,fpu_valid_o
issue_read_operands,DoS,trigger,issue_instr_valid_i
issue_read_operands,DoS,trigger,lsu_ready_i
issue_read_operands,DoS,trigger,lsu_valid_o
issue_read_operands,DoS,trigger,mult_valid_o
issue_read_operands,DoS,trigger,we_fpr_i
issue_read_operands,DoS,trigger,we_gpr_i
issue_read_operands,DoS,trigger,x_commit_valid_o
issue_read_operands,DoS,trigger,x_issue_ready_i
issue_read_operands,DoS,trigger,x_issue_req_o
issue_read_operands,DoS,trigger,x_issue_req_t
issue_read_operands,DoS,trigger,x_issue_valid_o
issue_read_operands,DoS,payload,aes_valid_o
issue_read_operands,DoS,payload,alu2_valid_o
issue_read_operands,DoS,payload,alu_valid_o
issue_read_operands,DoS,payload,branch_valid_o
issue_read_operands,DoS,payload,csr_valid_o
issue_read_operands,DoS,payload,cvxif_ready_i
issue_read_operands,DoS,payload,cvxif_valid_o
issue_read_operands,DoS,payload,flu_ready_i
issue_read_operands,DoS,payload,fpu_early_valid_i
